StrainName	Start	End	DonorLineage
DRR286237	2760441	2764586	SC7
DRR286237	2900287	2905588	SC7
DRR286237	2912439	2922011	SC7
DRR286237	2932518	2934651	SC7
DRR286237	2965455	2968692	SC7
DRR286237	2992478	2995449	SC7
DRR286237	3073089	3074171	SC7
DRR286237	3097346	3105020	SC7
DRR286237	3177579	3178811	SC7
DRR286237	3184703	3187549	SC7
DRR286237	3191427	3194831	SC7
DRR286237	3350414	3352018	SC7
DRR286237	3475146	3479189	SC7
DRR286237	3517467	3521652	SC7
DRR286237	3549332	3550451	SC7
DRR286237	3582625	3589517	SC7
DRR286237	3680606	3682518	SC7
DRR286237	3757251	3758955	SC7
DRR286237	3804503	3805383	SC7
DRR286237	3820902	3827786	SC7
DRR286237	3884985	3885926	SC7
DRR286237	3898798	3903011	SC7
DRR286237	3916909	3918618	SC7
DRR286237	3924109	3927290	SC7
DRR286237	3930580	3933893	SC7
DRR286237	3963871	3968594	SC7
DRR286237	3970562	3973200	SC7
DRR286237	4055128	4057595	SC7
DRR286237	4058124	4064597	SC7
DRR286237	4103757	4105719	SC7
DRR286237	4114539	4115546	SC7
DRR286237	4129166	4133414	SC7
DRR286237	4157544	4182644	SC7
ERR12861477	174261	175562	SC7
ERR12861477	290654	292550	SC7
ERR12861477	477597	478699	SC7
ERR12861477	736850	740133	SC7
ERR12861477	743767	745747	SC7
ERR12861477	822151	824868	SC7
ERR12861477	918416	919378	SC7
ERR12861477	1016228	1020690	SC7
ERR12861477	1092994	1097520	SC7
ERR12861477	1199746	1200233	SC7
ERR12861477	1204065	1211684	SC7
ERR12861477	1271338	1272347	SC7
ERR12861477	1351060	1352895	SC7
ERR12861477	1511374	1511691	SC7
ERR12861477	1522078	1524798	SC7
ERR12861477	1575425	1576547	SC7
ERR12861477	1614009	1615734	SC7
ERR12861477	1629598	1633928	SC7
ERR12861477	1696537	1697375	SC7
ERR12861477	1713902	1715912	SC7
ERR12861477	1870508	1871464	SC7
ERR12861477	1897937	1901408	SC7
ERR12861477	1902976	1904666	SC7
ERR12861477	2170280	2173813	SC7
ERR12861477	2237929	2238637	SC7
ERR12861477	2255110	2256743	SC7
ERR12861477	2898160	2898670	SC7
ERR12861477	3141627	3145374	SC7
ERR12861477	3194591	3197088	SC7
ERR12861477	3204619	3208154	SC7
ERR12861477	3227961	3228625	SC7
ERR12861477	3551476	3552025	SC7
ERR12861710	141096	142162	SC7
ERR12861710	289662	290999	SC7
ERR12861710	490125	490671	SC7
ERR12861710	822175	823925	SC7
ERR12861710	1074817	1075484	SC7
ERR12861710	1147402	1147513	SC7
ERR12861710	1266294	1268737	SC7
ERR12861710	1356407	1357305	SC7
ERR12861710	1503789	1505067	SC7
ERR12861710	1629886	1630965	SC7
ERR12861710	1696799	1697158	SC7
ERR12861710	1709302	1710450	SC7
ERR12861710	1831500	1834870	SC7
ERR12861710	2170280	2172691	SC7
ERR12861710	3481225	3481341	SC7
ERR12861710	3497224	3498330	SC7
ERR12861710	3503770	3504506	SC7
ERR12861710	3508620	3508906	SC7
ERR12861710	3522018	3523594	SC7
ERR12861710	3971785	3972804	SC7
ERR12861695	282980	284116	SC7
ERR12861695	303066	305586	SC7
ERR12861695	399189	400756	SC7
ERR12861695	835503	837593	SC7
ERR12861695	996036	996534	SC7
ERR12861695	1733279	1734400	SC7
ERR12861695	2922840	2924244	SC7
ERR12861695	3068197	3070132	SC7
ERR12861695	3147647	3147883	SC7
ERR12861695	3351187	3352951	SC7
ERR12861695	3432048	3433032	SC7
ERR12861695	3499247	3500593	SC7
ERR12861695	3531497	3534067	SC7
ERR12861695	3589449	3592256	SC7
ERR12861695	3670982	3671538	SC7
ERR12861695	3677732	3682091	SC7
ERR12861695	3805999	3807007	SC7
ERR12861695	3870552	3873366	SC7
ERR12861695	3922560	3924055	SC7
ERR12861544	718405	719957	SC7
ERR12861550	39590	41234	SC7
ERR12861550	101805	107568	SC7
ERR12861550	125721	128620	SC7
ERR12861550	168781	169776	SC7
ERR12861550	243538	245719	SC7
ERR12861550	291208	292317	SC7
ERR12861550	310979	311712	SC7
ERR12861550	420238	424866	SC7
ERR12861550	486671	489106	SC7
ERR12861550	641272	641367	SC7
ERR12861550	675813	676381	SC7
ERR12861550	680277	680813	SC7
ERR12861550	772718	773525	SC7
ERR12861550	837469	840540	SC7
ERR12861550	897257	897936	SC7
ERR12861550	907259	908641	SC7
ERR12861550	950698	953457	SC7
ERR12861550	1097645	1103272	SC7
ERR12861550	1204262	1212270	SC7
ERR12861550	1331535	1333341	SC7
ERR12861550	1351123	1352850	SC7
ERR12861550	1456013	1459447	SC7
ERR12861550	1624965	1626665	SC7
ERR12861550	1679367	1681457	SC7
ERR12861550	1920141	1921256	SC7
ERR12861550	2054821	2058916	SC7
ERR12861550	2092149	2093126	SC7
ERR12861550	2170280	2173924	SC7
ERR12861550	2200646	2205518	SC7
ERR12861550	2238125	2238867	SC7
ERR12861550	2243694	2244814	SC7
ERR12861550	2276661	2283860	SC7
ERR12861550	2364626	2366139	SC7
ERR12861550	2424667	2425629	SC7
ERR12861550	2647349	2649468	SC7
ERR12861550	2903048	2904460	SC7
ERR12861550	2964965	2967392	SC7
ERR12861550	3117193	3119056	SC7
ERR12861550	3141821	3142972	SC7
ERR12861550	3317019	3320192	SC7
ERR12861550	3551518	3551958	SC7
ERR12861550	3584695	3587353	SC7
ERR12861550	3690166	3694172	SC7
ERR12861550	3728583	3729443	SC7
ERR12861550	3744350	3748955	SC7
ERR12861550	3972020	3973509	SC7
ERR12861550	4001279	4003321	SC7
ERR12861550	4034927	4038028	SC7
ERR12861550	4094934	4098064	SC7
ERR12861550	4118701	4119152	SC7
ERR12861550	4152162	4188282	SC7
DRR286177	126155	127680	SC7
DRR286177	267153	270394	SC7
DRR286177	567522	570050	SC7
DRR286177	606642	607511	SC7
DRR286177	620014	621323	SC7
DRR286177	665529	668042	SC7
DRR286177	926165	927030	SC7
DRR286177	938035	942937	SC7
DRR286177	1003364	1004045	SC7
DRR286177	1280629	1285423	SC7
DRR286177	1455701	1456633	SC7
DRR286177	1499684	1505224	SC7
DRR286177	1621765	1623575	SC7
DRR286177	1681984	1683186	SC7
DRR286177	1778502	1781499	SC7
DRR286177	1801262	1802111	SC7
DRR286177	1809228	1811938	SC7
DRR286177	1990318	1992192	SC7
DRR286177	2144820	2146616	SC7
DRR286177	2490379	2492363	SC7
DRR286177	2547910	2551126	SC7
DRR286177	2746321	2748032	SC7
DRR286177	2843131	2845760	SC7
DRR286177	2908255	2909192	SC7
DRR286177	2995082	2997846	SC7
DRR286177	3051853	3053530	SC7
DRR286177	3146441	3149538	SC7
DRR286177	3235093	3238249	SC7
DRR286177	3577445	3579203	SC7
DRR286177	3638959	3643758	SC7
DRR286177	3648481	3650939	SC7
DRR286177	3765773	3769239	SC7
DRR286177	3801947	3805044	SC7
DRR286177	3809919	3810729	SC7
DRR286177	3902264	3903084	SC7
DRR286177	4017414	4017918	SC7
ERR13148509	962270	966586	SC7
ERR13148509	1252940	1254320	SC7
ERR13148509	1291818	1292949	SC7
ERR13148509	1351768	1352606	SC7
ERR13148509	1409140	1412849	SC7
ERR13148509	2065841	2066633	SC7
ERR13148509	2274963	2275880	SC7
ERR13148509	2554639	2558197	SC7
ERR13148509	2594196	2594633	SC7
ERR13148509	2596129	2596649	SC7
ERR13148509	2927034	2928008	SC7
ERR13148509	2949017	2949084	SC7
ERR13148509	3026729	3028711	SC7
ERR13148509	3042256	3042435	SC7
ERR13148509	3147686	3148631	SC7
ERR13148509	3329282	3331141	SC7
ERR13148509	3331799	3332434	SC7
ERR13148509	3362981	3364399	SC7
ERR13148509	3396401	3397581	SC7
ERR13148509	3403243	3404293	SC7
ERR13148509	3441240	3442259	SC7
ERR13148509	3471088	3471458	SC7
ERR13148509	3677635	3679895	SC7
ERR13148509	3757926	3759284	SC7
ERR13148509	3806170	3806854	SC7
ERR13148509	3872662	3873212	SC7
ERR13148509	3909319	3911864	SC7
ERR13148509	3985126	3985988	SC7
ERR13148509	3997155	4002375	SC7
ERR13148509	4145638	4146853	SC7
ERR13148509	4147886	4148911	SC7
ERR12861386	534272	537181	SC7
ERR12861386	546751	549692	SC7
ERR12861386	743767	749242	SC7
ERR12861386	908126	908641	SC7
ERR12861386	1209090	1210280	SC7
ERR12861386	1332023	1334786	SC7
ERR12861386	1432709	1434421	SC7
ERR12861386	1555812	1558960	SC7
ERR12861386	1574956	1575757	SC7
ERR12861386	1804519	1805446	SC7
ERR12861386	1868679	1870435	SC7
ERR12861386	2092080	2092902	SC7
ERR12861386	2200646	2203445	SC7
ERR12861386	2210229	2212632	SC7
ERR12861386	3116856	3120976	SC7
ERR12861386	3141680	3142972	SC7
ERR12861386	3170612	3171752	SC7
ERR12861386	3230498	3231342	SC7
ERR12861386	3317019	3320057	SC7
ERR12861386	3394793	3396144	SC7
ERR12861386	3727677	3729927	SC7
ERR12861386	3784191	3786270	SC7
ERR12861386	4034828	4038019	SC7
ERR12861386	4103890	4108324	SC7
ERR12861386	4152162	4188435	SC7
ERR12861698	834654	837593	SC7
ERR12861698	1058283	1062864	SC7
ERR12861698	1409642	1413123	SC7
ERR12861698	1416047	1416952	SC7
ERR12861698	1606027	1607350	SC7
ERR12861698	1655849	1656747	SC7
ERR12861698	1703203	1705690	SC7
ERR12861698	1709322	1710347	SC7
ERR12861698	2509795	2511271	SC7
ERR12861698	2518754	2523776	SC7
ERR12861698	2922789	2925460	SC7
ERR12861698	2975426	2977166	SC7
ERR12861698	3352454	3352645	SC7
ERR12861698	3432048	3432394	SC7
ERR12861698	3435183	3436933	SC7
ERR12861698	3532531	3533888	SC7
ERR12861698	3588935	3591872	SC7
ERR12861698	3868811	3869469	SC7
ERR12861698	3870875	3878582	SC7
ERR12861698	4001250	4002331	SC7
SRR7800740	614005	618938	SC7
SRR7800740	781479	782997	SC7
SRR7800740	1059114	1059955	SC7
SRR7800740	1069980	1070603	SC7
SRR7800740	1354319	1355930	SC7
SRR7800740	1614247	1615304	SC7
SRR7800740	1630661	1632013	SC7
SRR7800740	1709439	1710221	SC7
SRR7800740	1827583	1829123	SC7
SRR7800740	1830301	1834870	SC7
SRR7800740	1849433	1854782	SC7
SRR7800740	2066775	2067422	SC7
SRR7800740	2253986	2254634	SC7
SRR7800740	2357254	2358201	SC7
SRR7800740	2497805	2498184	SC7
SRR7800740	2621990	2622358	SC7
SRR7800740	2633508	2635574	SC7
SRR7800740	2655814	2656765	SC7
SRR7800740	3490072	3491790	SC7
SRR7800740	3555191	3555511	SC7
SRR7800740	3707692	3708687	SC7
SRR7800740	3778406	3778959	SC7
SRR7800740	3928210	3930965	SC7
SRR7800740	3971704	3972694	SC7
SRR24927425	20969	23404	SC7
SRR24927425	273238	275361	SC7
SRR24927425	291289	292317	SC7
SRR24927425	314980	319179	SC7
SRR24927425	341511	341525	SC7
SRR24927425	448111	452892	SC7
SRR24927425	549583	552113	SC7
SRR24927425	649087	650513	SC7
SRR24927425	703543	706878	SC7
SRR24927425	771795	773244	SC7
SRR24927425	781479	782264	SC7
SRR24927425	864141	864402	SC7
SRR24927425	924376	927030	SC7
SRR24927425	928899	929677	SC7
SRR24927425	949879	951136	SC7
SRR24927425	1031404	1031992	SC7
SRR24927425	1044390	1045043	SC7
SRR24927425	1069238	1070654	SC7
SRR24927425	1074817	1076116	SC7
SRR24927425	1258820	1260556	SC7
SRR24927425	1363564	1365384	SC7
SRR24927425	1425951	1426184	SC7
SRR24927425	1437508	1439741	SC7
SRR24927425	1531617	1531871	SC7
SRR24927425	1537498	1538453	SC7
SRR24927425	1568881	1569786	SC7
SRR24927425	1636333	1639929	SC7
SRR24927425	1696799	1697158	SC7
SRR24927425	1709479	1710566	SC7
SRR24927425	1711939	1715201	SC7
SRR24927425	1839916	1840800	SC7
SRR24927425	1969462	1971877	SC7
SRR24927425	2011088	2013097	SC7
SRR24927425	2225125	2226056	SC7
SRR24927425	2236426	2238124	SC7
SRR24927425	2254070	2255213	SC7
SRR24927425	2271401	2273035	SC7
SRR24927425	2276735	2278926	SC7
SRR24927425	2319146	2321362	SC7
SRR24927425	2375673	2378304	SC7
SRR24927425	2403684	2405314	SC7
SRR24927425	2432447	2433482	SC7
SRR24927425	2546419	2548291	SC7
SRR24927425	2567896	2568995	SC7
SRR24927425	2706448	2708755	SC7
SRR24927425	2755593	2758377	SC7
SRR24927425	2843131	2847735	SC7
SRR24927425	3114931	3118274	SC7
SRR24927425	3135467	3136100	SC7
SRR24927425	3252316	3254282	SC7
SRR24927425	3293277	3295734	SC7
SRR24927425	3396863	3399650	SC7
SRR24927425	3508606	3510291	SC7
SRR24927425	3551563	3551989	SC7
SRR24927425	3581844	3582757	SC7
SRR24927425	3641819	3642615	SC7
SRR24927425	3705450	3708687	SC7
SRR24927425	3919458	3921440	SC7
SRR24927425	3956067	3956380	SC7
SRR24927425	4002178	4003152	SC7
SRR24927425	4088341	4089447	SC7
SRR24927425	4095858	4097824	SC7
SRR24927425	4104626	4108283	SC7
SRR24927425	4163879	4196829	SC7
ERR12861934	132734	133478	SC7
ERR12861934	313234	314787	SC7
ERR12861934	382997	383066	SC7
ERR12861934	464228	464624	SC7
ERR12861934	538180	539467	SC7
ERR12861934	737793	740036	SC7
ERR12861934	886983	888064	SC7
ERR12861934	1203989	1205367	SC7
ERR12861934	1209346	1211113	SC7
ERR12861934	1215644	1216942	SC7
ERR12861934	1510721	1511545	SC7
ERR12861934	1532951	1533135	SC7
ERR12861934	1669706	1671446	SC7
ERR12861934	1679948	1682282	SC7
ERR12861934	1759977	1761234	SC7
ERR12861934	1778502	1781499	SC7
ERR12861934	1831626	1836746	SC7
ERR12861934	1841630	1844153	SC7
ERR12861934	1861020	1862286	SC7
ERR12861934	1920264	1921256	SC7
ERR12861934	1937614	1938953	SC7
ERR12861934	2099410	2101935	SC7
ERR12861934	2243694	2245208	SC7
ERR12861934	2277162	2280113	SC7
ERR12861934	2370691	2372087	SC7
ERR12861934	2695131	2696423	SC7
ERR12861934	2755178	2759299	SC7
ERR12861934	2764598	2766953	SC7
ERR12861934	2833539	2835144	SC7
ERR12861934	2868808	2870420	SC7
ERR12861934	2914704	2914917	SC7
ERR12861934	2955088	2957607	SC7
ERR12861934	2979804	2982288	SC7
ERR12861934	3096808	3098265	SC7
ERR12861934	3110496	3113468	SC7
ERR12861934	3116349	3119149	SC7
ERR12861934	3141773	3142446	SC7
ERR12861934	3292091	3293992	SC7
ERR12861934	3498423	3500361	SC7
ERR12861934	3551518	3552483	SC7
ERR12861934	3569698	3571313	SC7
ERR12861934	3953664	3956223	SC7
ERR13148488	973487	973524	SC7
ERR13148488	1952309	1953296	SC7
ERR13148488	2856259	2857112	SC7
ERR13148488	3214260	3215423	SC7
ERR13148488	4081991	4082168	SC7
ERR12861574	486671	487073	SC7
ERR12861574	662955	664016	SC7
ERR12861574	772718	773525	SC7
ERR12861574	995586	996923	SC7
ERR12861574	1185153	1186328	SC7
ERR12861574	1608948	1609696	SC7
ERR12861574	1615821	1617039	SC7
ERR12861574	1855214	1857676	SC7
ERR12861574	2022929	2024091	SC7
ERR12861574	2365118	2366321	SC7
ERR12861574	2536300	2537394	SC7
ERR12861574	2611866	2613804	SC7
ERR12861574	2650485	2652197	SC7
ERR12861574	2982913	2985111	SC7
ERR12861574	3236468	3237285	SC7
ERR12861574	3306962	3307776	SC7
ERR12861574	3527343	3528236	SC7
ERR12861574	3668610	3669284	SC7
ERR12861904	195033	195458	SC7
ERR12861904	1046731	1047401	SC7
ERR12861904	1674864	1675927	SC7
ERR12861904	4033696	4034774	SC7
ERR12861540	98547	100414	SC7
ERR12861540	173156	175332	SC7
ERR12861540	259517	261084	SC7
ERR12861540	321639	321935	SC7
ERR12861540	327531	328714	SC7
ERR12861540	403310	403728	SC7
ERR12861540	584214	586414	SC7
ERR12861540	609337	609853	SC7
ERR12861540	682137	685308	SC7
ERR12861540	702152	704169	SC7
ERR12861540	754509	755759	SC7
ERR12861540	822151	824108	SC7
ERR12861540	885985	891952	SC7
ERR12861540	918591	919378	SC7
ERR12861540	1019008	1020890	SC7
ERR12861540	1199201	1200171	SC7
ERR12861540	1264184	1264972	SC7
ERR12861540	1271534	1272887	SC7
ERR12861540	1476418	1478736	SC7
ERR12861540	1799854	1802435	SC7
ERR12861540	1815745	1816984	SC7
ERR12861540	1870558	1871464	SC7
ERR12861540	1876286	1883356	SC7
ERR12861540	1892752	1893825	SC7
ERR12861540	1899646	1900893	SC7
ERR12861540	2108985	2109923	SC7
ERR12861540	2220460	2223092	SC7
ERR12861540	2644888	2648372	SC7
ERR12861540	2897069	2904460	SC7
ERR12861540	3082144	3084483	SC7
ERR12861540	3104677	3111173	SC7
ERR12861540	3170549	3171903	SC7
ERR12861540	3195065	3195642	SC7
ERR12861540	3204706	3208154	SC7
ERR12861540	3358515	3359687	SC7
ERR12861540	3503261	3505429	SC7
ERR12861540	3526759	3528236	SC7
ERR12861540	3560488	3561292	SC7
ERR12861540	3784191	3788198	SC7
ERR12861540	3794834	3795232	SC7
ERR12861540	3858514	3859451	SC7
SRR7800586	995721	996923	SC7
SRR7800586	1496907	1498493	SC7
SRR7800586	3111113	3113184	SC7
SRR7800586	3503924	3504506	SC7
ERR12861505	124932	128500	SC7
ERR12861505	257770	261264	SC7
ERR12861505	402632	403649	SC7
ERR12861505	453829	455818	SC7
ERR12861505	609262	613480	SC7
ERR12861505	682137	685842	SC7
ERR12861505	772745	773525	SC7
ERR12861505	859189	860325	SC7
ERR12861505	888600	888940	SC7
ERR12861505	950698	953457	SC7
ERR12861505	1074615	1076356	SC7
ERR12861505	1613850	1615650	SC7
ERR12861505	1797971	1803194	SC7
ERR12861505	1881154	1883036	SC7
ERR12861505	1900254	1900426	SC7
ERR12861505	2211699	2212203	SC7
ERR12861505	2220312	2221572	SC7
ERR12861505	2424807	2425629	SC7
ERR12861505	2473555	2473679	SC7
ERR12861505	2647197	2652197	SC7
ERR12861505	2897069	2904460	SC7
ERR12861505	3082011	3085420	SC7
ERR12861505	3206718	3208154	SC7
ERR12861505	3292275	3294433	SC7
ERR12861505	3306962	3307600	SC7
ERR12861505	3358478	3359687	SC7
ERR12861505	3526739	3528654	SC7
ERR12861505	3640106	3642788	SC7
ERR12861505	3784191	3786270	SC7
SRR7800685	772718	773525	SC7
SRR7800685	891148	891952	SC7
SRR7800685	995721	996923	SC7
SRR7800685	1185153	1187374	SC7
SRR7800685	1711749	1712979	SC7
SRR7800685	1716441	1716804	SC7
SRR7800685	2363326	2366281	SC7
SRR7800685	2982551	2986169	SC7
SRR7800685	3111294	3111812	SC7
SRR7800685	3668639	3669284	SC7
DRR286162	218088	224120	SC7
DRR286162	607099	607426	SC7
DRR286162	926165	927030	SC7
DRR286162	938179	941417	SC7
DRR286162	1534860	1536443	SC7
DRR286162	1621331	1623575	SC7
DRR286162	2548974	2551126	SC7
DRR286162	2684731	2688164	SC7
DRR286162	2760227	2764450	SC7
DRR286162	2812989	2815622	SC7
DRR286162	2937790	2943625	SC7
DRR286162	3127997	3135409	SC7
DRR286162	3148067	3149486	SC7
DRR286162	3419758	3422392	SC7
DRR286162	3518353	3521652	SC7
DRR286162	3648318	3650454	SC7
DRR286162	3818755	3819715	SC7
DRR286162	3825184	3827786	SC7
DRR286162	4017414	4017918	SC7
ERR13148615	229015	229594	SC7
ERR13148615	259116	261592	SC7
ERR13148615	341539	341557	SC7
ERR13148615	541083	543793	SC7
ERR13148615	745748	747733	SC7
ERR13148615	751047	752801	SC7
ERR13148615	918502	919378	SC7
ERR13148615	951277	952650	SC7
ERR13148615	1084562	1087204	SC7
ERR13148615	1106415	1110760	SC7
ERR13148615	1159600	1161413	SC7
ERR13148615	1180434	1182741	SC7
ERR13148615	1624965	1627613	SC7
ERR13148615	1718157	1720979	SC7
ERR13148615	1778787	1784336	SC7
ERR13148615	1797971	1798913	SC7
ERR13148615	1960984	1962758	SC7
ERR13148615	2092605	2093126	SC7
ERR13148615	2178311	2182669	SC7
ERR13148615	2201540	2203445	SC7
ERR13148615	2220985	2221572	SC7
ERR13148615	2238012	2238784	SC7
ERR13148615	2390468	2394908	SC7
ERR13148615	2443082	2446829	SC7
ERR13148615	2495947	2496825	SC7
ERR13148615	2654956	2656716	SC7
ERR13148615	2756677	2759299	SC7
ERR13148615	3204619	3205581	SC7
ERR13148615	3706752	3707524	SC7
ERR13148615	3901187	3904518	SC7
ERR13148615	3963382	3968951	SC7
ERR13148615	4036456	4037856	SC7
DRR286143	187290	189044	SC7
DRR286143	1292713	1293290	SC7
DRR286143	1677880	1678738	SC7
DRR286143	2431822	2432366	SC7
DRR286143	3746628	3747427	SC7
ERR12861758	341511	342699	SC7
ERR12861758	454246	455818	SC7
ERR12861758	527295	529005	SC7
ERR12861758	614687	616143	SC7
ERR12861758	1185055	1186328	SC7
ERR12861758	1531617	1531871	SC7
ERR12861758	1878430	1879395	SC7
ERR12861758	2024344	2026766	SC7
ERR12861758	2276457	2278926	SC7
ERR12861758	2432447	2433482	SC7
ERR12861758	2707834	2708755	SC7
ERR12861758	2756677	2758321	SC7
ERR12861758	2831828	2835746	SC7
ERR12861758	2852812	2855446	SC7
ERR12861758	2892994	2894264	SC7
ERR12861758	3551656	3551989	SC7
ERR12861758	3668349	3669166	SC7
ERR12861758	3928266	3931269	SC7
ERR12861758	3972109	3974252	SC7
ERR12861758	4118096	4119561	SC7
ERR12861948	464882	471458	SC7
ERR12861948	534836	536949	SC7
ERR12861948	547469	550143	SC7
ERR12861948	615430	619284	SC7
ERR12861948	654364	656236	SC7
ERR12861948	829483	830726	SC7
ERR12861948	835503	836669	SC7
ERR12861948	839884	842640	SC7
ERR12861948	904172	905151	SC7
ERR12861948	911129	915700	SC7
ERR12861948	978237	979633	SC7
ERR12861948	1083199	1086140	SC7
ERR12861948	1123950	1126036	SC7
ERR12861948	1203052	1204064	SC7
ERR12861948	1207240	1210115	SC7
ERR12861948	1263363	1264747	SC7
ERR12861948	1332226	1333391	SC7
ERR12861948	1345807	1347011	SC7
ERR12861948	1409140	1410905	SC7
ERR12861948	1417902	1420387	SC7
ERR12861948	1494138	1495093	SC7
ERR12861948	1543008	1543588	SC7
ERR12861948	1550911	1551782	SC7
ERR12861948	1831071	1835876	SC7
ERR12861948	1868864	1870435	SC7
ERR12861948	1887151	1888360	SC7
ERR12861948	2171810	2173341	SC7
ERR12861948	2305667	2306743	SC7
ERR12861948	2428791	2433929	SC7
ERR12861948	2443886	2444677	SC7
ERR12861948	2481476	2482384	SC7
ERR12861948	2751359	2752908	SC7
ERR12861948	2785258	2787534	SC7
ERR12861948	3002779	3004461	SC7
ERR12861948	3134516	3135847	SC7
ERR12861948	3176540	3178536	SC7
ERR12861948	3201933	3204201	SC7
ERR12861948	3473843	3479189	SC7
ERR12861948	3490113	3493380	SC7
ERR12861948	3541743	3542560	SC7
ERR12861948	3574820	3576709	SC7
ERR12861948	3621479	3622422	SC7
ERR12861948	3724305	3727396	SC7
ERR12861948	3786611	3789155	SC7
ERR12861948	3814045	3817120	SC7
ERR12861948	3856019	3857697	SC7
ERR12861948	3864792	3867690	SC7
ERR12861948	3883323	3884730	SC7
ERR12861948	3901896	3906482	SC7
ERR12861948	3928097	3931230	SC7
ERR12861948	3948994	3950542	SC7
ERR12861948	3977849	3978283	SC7
SRR13556511	538180	539467	SC7
SRR13556511	1519586	1521560	SC7
SRR13556511	1833151	1835378	SC7
SRR13556511	2756677	2758798	SC7
SRR13556511	2987510	2989213	SC7
SRR13556511	3097604	3098204	SC7
ERR12861400	995721	996923	SC7
ERR12861400	3111113	3113184	SC7
ERR12861400	3504229	3504484	SC7
SRR7800521	18219	18764	SC7
SRR7800521	45866	51349	SC7
SRR7800521	185544	185956	SC7
SRR7800521	196418	198344	SC7
SRR7800521	215477	215646	SC7
SRR7800521	224121	224893	SC7
SRR7800521	242994	246166	SC7
SRR7800521	291289	292317	SC7
SRR7800521	300138	301097	SC7
SRR7800521	303958	305057	SC7
SRR7800521	315086	317499	SC7
SRR7800521	327531	327965	SC7
SRR7800521	341511	341525	SC7
SRR7800521	422693	424072	SC7
SRR7800521	448111	453324	SC7
SRR7800521	454894	455818	SC7
SRR7800521	489443	490879	SC7
SRR7800521	525695	528288	SC7
SRR7800521	549583	550212	SC7
SRR7800521	553519	554415	SC7
SRR7800521	564046	564245	SC7
SRR7800521	583693	586414	SC7
SRR7800521	595874	596822	SC7
SRR7800521	612202	616461	SC7
SRR7800521	617019	619284	SC7
SRR7800521	649087	651502	SC7
SRR7800521	703543	707058	SC7
SRR7800521	766915	769320	SC7
SRR7800521	770397	773886	SC7
SRR7800521	781479	782390	SC7
SRR7800521	803152	803813	SC7
SRR7800521	830917	831914	SC7
SRR7800521	870446	873328	SC7
SRR7800521	949855	951136	SC7
SRR7800521	965369	968253	SC7
SRR7800521	1030582	1032153	SC7
SRR7800521	1047402	1048967	SC7
SRR7800521	1069130	1070763	SC7
SRR7800521	1073133	1076198	SC7
SRR7800521	1157241	1158496	SC7
SRR7800521	1162154	1164280	SC7
SRR7800521	1166707	1168118	SC7
SRR7800521	1178716	1179270	SC7
SRR7800521	1184650	1187912	SC7
SRR7800521	1223271	1223788	SC7
SRR7800521	1262099	1265297	SC7
SRR7800521	1322610	1324443	SC7
SRR7800521	1363564	1366275	SC7
SRR7800521	1386911	1388227	SC7
SRR7800521	1425176	1426827	SC7
SRR7800521	1437508	1439826	SC7
SRR7800521	1508565	1510029	SC7
SRR7800521	1513540	1514981	SC7
SRR7800521	1528148	1531919	SC7
SRR7800521	1537498	1538453	SC7
SRR7800521	1565241	1569786	SC7
SRR7800521	1590708	1593125	SC7
SRR7800521	1636333	1639929	SC7
SRR7800521	1683427	1686933	SC7
SRR7800521	1696785	1697158	SC7
SRR7800521	1709479	1710566	SC7
SRR7800521	1711939	1715279	SC7
SRR7800521	1760784	1763121	SC7
SRR7800521	1777302	1778501	SC7
SRR7800521	1794788	1799175	SC7
SRR7800521	1814472	1817046	SC7
SRR7800521	1839916	1840800	SC7
SRR7800521	1862453	1863909	SC7
SRR7800521	1971288	1971867	SC7
SRR7800521	2011025	2012313	SC7
SRR7800521	2044252	2045213	SC7
SRR7800521	2111699	2112381	SC7
SRR7800521	2178655	2180654	SC7
SRR7800521	2254070	2255213	SC7
SRR7800521	2271311	2273035	SC7
SRR7800521	2276314	2278926	SC7
SRR7800521	2302810	2308463	SC7
SRR7800521	2375472	2378304	SC7
SRR7800521	2403684	2405314	SC7
SRR7800521	2427519	2428590	SC7
SRR7800521	2432293	2433482	SC7
SRR7800521	2437285	2444733	SC7
SRR7800521	2505556	2505855	SC7
SRR7800521	2567896	2568966	SC7
SRR7800521	2595031	2595801	SC7
SRR7800521	2669998	2672800	SC7
SRR7800521	2705072	2708755	SC7
SRR7800521	2755593	2759299	SC7
SRR7800521	2765364	2766718	SC7
SRR7800521	2843193	2847735	SC7
SRR7800521	3042897	3044429	SC7
SRR7800521	3113469	3118274	SC7
SRR7800521	3135467	3136193	SC7
SRR7800521	3175853	3179117	SC7
SRR7800521	3204505	3205581	SC7
SRR7800521	3293368	3295490	SC7
SRR7800521	3342303	3342901	SC7
SRR7800521	3361984	3362895	SC7
SRR7800521	3396246	3399650	SC7
SRR7800521	3428404	3429159	SC7
SRR7800521	3433418	3435058	SC7
SRR7800521	3450180	3453097	SC7
SRR7800521	3476449	3478683	SC7
SRR7800521	3492277	3493284	SC7
SRR7800521	3508413	3510291	SC7
SRR7800521	3562459	3566167	SC7
SRR7800521	3581235	3582624	SC7
SRR7800521	3641819	3643579	SC7
SRR7800521	3668311	3669166	SC7
SRR7800521	3703784	3708687	SC7
SRR7800521	3725343	3731070	SC7
SRR7800521	3768751	3769141	SC7
