"StrainName","Start","End","DonorLineage","length"
"ERR12861386",3479190,3482810,"4",3620
"ERR12861386",3484787,3486761,"7",1974
"ERR12861386",3496671,3498422,"4",1751
"ERR12861386",3510458,3514055,"8",3597
"ERR12861386",3514177,3514887,"4",710
"ERR12861386",3518173,3520407,"6",2234
"ERR12861386",3524052,3527342,"4",3290
"ERR12861386",3551834,3552062,"4",228
"ERR12861386",3552063,3554779,"6",2716
"ERR12861386",3554780,3562178,"4",7398
"ERR12861386",3573959,3574819,"3",860
"ERR12861386",3574820,3580534,"4",5714
"ERR12861386",3587587,3588233,"4",646
"ERR12861386",3603759,3604728,"4",969
"ERR12861386",3611606,3615244,"4",3638
"ERR12861386",3631374,3638433,"4",7059
"ERR12861386",3639559,3648155,"4",8596
"ERR12861386",3663498,3664964,"8",1466
"ERR12861386",3666897,3668231,"4",1334
"ERR12861386",3686367,3691149,"6",4782
"ERR12861386",3691327,3692189,"4",862
"ERR12861386",3692190,3698159,"8",5969
"ERR12861386",3706632,3708864,"6",2232
"ERR12861386",3727677,3729927,"9",2250
"ERR12861386",3729928,3731070,"10",1142
"ERR12861386",3734650,3735310,"10",660
"ERR12861386",3748718,3752338,"4",3620
"ERR12861386",3753918,3758428,"7",4510
"ERR12861386",3767058,3767727,"4",669
"ERR12861386",3772528,3775210,"7",2682
"ERR12861386",3784191,3786270,"9",2079
"ERR12861386",3786271,3788084,"7",1813
"ERR12861386",3802542,3803925,"6",1383
"ERR12861386",3804183,3808859,"4",4676
"ERR12861386",3810872,3811151,"7",279
"ERR12861386",3816388,3818034,"10",1646
"ERR12861386",3837874,3838722,"7",848
"ERR12861386",3845863,3846694,"2",831
"ERR12861386",3846695,3847016,"7",321
"ERR12861386",3861649,3868116,"4",6467
"ERR12861386",3874788,3882304,"4",7516
"ERR12861386",3882305,3883649,"6",1344
"ERR12861386",3883650,3885583,"10",1933
"ERR12861386",3885584,3885818,"6",234
"ERR12861386",3886979,3888071,"10",1092
"ERR12861386",3898880,3900946,"4",2066
"ERR12861386",3913724,3914271,"4",547
"ERR12861386",3926041,3927029,"10",988
"ERR12861386",3942870,3947135,"6",4265
"ERR12861386",3962449,3963870,"8",1421
"ERR12861386",3965587,3974899,"7",9312
"ERR12861386",3977104,3978657,"10",1553
"ERR12861386",3988069,3990143,"4",2074
"ERR12861386",3992158,3993598,"7",1440
"ERR12861386",3995073,3997470,"6",2397
"ERR12861386",4002223,4003230,"8",1007
"ERR12861386",4004411,4007885,"6",3474
"ERR12861386",4024092,4028605,"6",4513
"ERR12861386",4030599,4033591,"6",2992
"ERR12861386",4034828,4038019,"9",3191
"ERR12861386",4038020,4043076,"4",5056
"ERR12861386",4043077,4051793,"7",8716
"ERR12861386",4051794,4052771,"6",977
"ERR12861386",4052772,4054005,"4",1233
"ERR12861386",4054006,4059701,"6",5695
"ERR12861386",4065065,4074412,"4",9347
"ERR12861386",4099397,4103889,"6",4492
"ERR12861386",4103890,4108324,"9",4434
"ERR12861386",4108325,4114448,"6",6123
"ERR12861386",4115888,4120622,"6",4734
"ERR12861386",4152162,4188435,"9",36273
"ERR12861386",4224324,4229519,"7",5195
"ERR12861698",284369,285989,"7",1620
"ERR12861698",285990,286331,"8",341
"ERR12861698",302298,302522,"6",224
"ERR12861698",302523,303496,"3",973
"ERR12861698",303497,304337,"4",840
"ERR12861698",304338,306749,"10",2411
"ERR12861698",398005,400580,"3",2575
"ERR12861698",400581,402347,"8",1766
"ERR12861698",688811,690566,"7",1755
"ERR12861698",690567,690892,"8",325
"ERR12861698",690893,692529,"10",1636
"ERR12861698",692530,695801,"7",3271
"ERR12861698",834654,837593,"9",2939
"ERR12861698",837594,841286,"7",3692
"ERR12861698",971322,973074,"1",1752
"ERR12861698",989152,990874,"3",1722
"ERR12861698",990875,991036,"7",161
"ERR12861698",1053801,1055153,"10",1352
"ERR12861698",1056006,1058282,"8",2276
"ERR12861698",1058283,1062864,"9",4581
"ERR12861698",1099722,1101799,"3",2077
"ERR12861698",1101800,1102210,"7",410
"ERR12861698",1256529,1257600,"7",1071
"ERR12861698",1290630,1292245,"8",1615
"ERR12861698",1409642,1413123,"9",3481
"ERR12861698",1416047,1416952,"9",905
"ERR12861698",1589919,1591150,"10",1231
"ERR12861698",1591151,1592208,"1",1057
"ERR12861698",1601956,1602402,"10",446
"ERR12861698",1602403,1606026,"1",3623
"ERR12861698",1606027,1607350,"9",1323
"ERR12861698",1652942,1653895,"5",953
"ERR12861698",1653896,1655848,"10",1952
"ERR12861698",1655849,1656747,"9",898
"ERR12861698",1662852,1664683,"10",1831
"ERR12861698",1703203,1705690,"9",2487
"ERR12861698",1709322,1710347,"9",1025
"ERR12861698",1710348,1710966,"3",618
"ERR12861698",1733066,1733193,"5",127
"ERR12861698",1733194,1735115,"7",1921
"ERR12861698",1735116,1737912,"3",2796
"ERR12861698",1737913,1738424,"4",511
"ERR12861698",1749674,1751711,"3",2037
"ERR12861698",1825120,1826658,"6",1538
"ERR12861698",1920264,1920716,"4",452
"ERR12861698",2137568,2139010,"10",1442
"ERR12861698",2139011,2140735,"3",1724
"ERR12861698",2363300,2364875,"7",1575
"ERR12861698",2364876,2366402,"3",1526
"ERR12861698",2366620,2367595,"7",975
"ERR12861698",2367596,2368507,"8",911
"ERR12861698",2368508,2368930,"10",422
"ERR12861698",2373695,2374462,"1",767
"ERR12861698",2509795,2511271,"9",1476
"ERR12861698",2518754,2523776,"9",5022
"ERR12861698",2523777,2525159,"3",1382
"ERR12861698",2553217,2557918,"8",4701
"ERR12861698",2584901,2586059,"4",1158
"ERR12861698",2586060,2587046,"5",986
"ERR12861698",2587047,2587190,"10",143
"ERR12861698",2587191,2587902,"3",711
"ERR12861698",2587903,2590297,"7",2394
"ERR12861698",2594634,2595825,"5",1191
"ERR12861698",2595826,2596385,"10",559
"ERR12861698",2596386,2597125,"4",739
"ERR12861698",2597126,2597513,"7",387
"ERR12861698",2597514,2599382,"5",1868
"ERR12861698",2600474,2605746,"8",5272
"ERR12861698",2647322,2648101,"3",779
"ERR12861698",2649688,2650265,"7",577
"ERR12861698",2764814,2766291,"3",1477
"ERR12861698",2799536,2801392,"8",1856
"ERR12861698",2801393,2801623,"3",230
"ERR12861698",2801842,2802769,"10",927
"ERR12861698",2810658,2811029,"4",371
"ERR12861698",2922789,2925460,"9",2671
"ERR12861698",2925685,2928917,"10",3232
"ERR12861698",2928918,2930035,"1",1117
"ERR12861698",2939337,2942607,"8",3270
"ERR12861698",2942608,2943758,"4",1150
"ERR12861698",2943759,2945937,"1",2178
"ERR12861698",2973138,2975425,"10",2287
"ERR12861698",2975426,2977166,"9",1740
"ERR12861698",2993318,2994275,"3",957
"ERR12861698",3027791,3030152,"5",2361
"ERR12861698",3030153,3033434,"3",3281
"ERR12861698",3037464,3038388,"10",924
"ERR12861698",3041835,3042896,"3",1061
"ERR12861698",3052094,3053140,"7",1046
"ERR12861698",3069538,3075491,"3",5953
"ERR12861698",3126314,3127912,"6",1598
"ERR12861698",3127913,3133843,"10",5930
"ERR12861698",3138452,3140738,"7",2286
"ERR12861698",3148028,3148364,"7",336
"ERR12861698",3148365,3149486,"3",1121
"ERR12861698",3149487,3150426,"8",939
"ERR12861698",3150427,3151000,"10",573
"ERR12861698",3151599,3152441,"8",842
"ERR12861698",3240241,3246203,"8",5962
"ERR12861698",3269072,3273123,"7",4051
"ERR12861698",3326407,3328086,"8",1679
"ERR12861698",3328087,3328278,"10",191
"ERR12861698",3344607,3349095,"10",4488
"ERR12861698",3349096,3351289,"8",2193
"ERR12861698",3351290,3352453,"10",1163
"ERR12861698",3352454,3352645,"9",191
"ERR12861698",3352646,3353160,"7",514
"ERR12861698",3356069,3358352,"7",2283
"ERR12861698",3425323,3429484,"5",4161
"ERR12861698",3431542,3432047,"3",505
"ERR12861698",3432048,3432394,"9",346
"ERR12861698",3435183,3436933,"9",1750
"ERR12861698",3462290,3463702,"10",1412
"ERR12861698",3532531,3533888,"9",1357
"ERR12861698",3533889,3536111,"3",2222
"ERR12861698",3536112,3537931,"10",1819
"ERR12861698",3537932,3539491,"7",1559
"ERR12861698",3539492,3541505,"8",2013
"ERR12861698",3565590,3565965,"6",375
"ERR12861698",3565966,3566963,"3",997
"ERR12861698",3576444,3578469,"10",2025
"ERR12861698",3578470,3579667,"7",1197
"ERR12861698",3582625,3583105,"7",480
"ERR12861698",3588935,3591872,"9",2937
"ERR12861698",3591873,3602480,"8",10607
"ERR12861698",3730024,3731206,"1",1182
"ERR12861698",3731207,3731819,"3",612
"ERR12861698",3801890,3802478,"5",588
"ERR12861698",3802479,3803086,"7",607
"ERR12861698",3822953,3823835,"10",882
"ERR12861698",3823836,3824718,"1",882
"ERR12861698",3824719,3827786,"10",3067
"ERR12861698",3827787,3830194,"7",2407
"ERR12861698",3868811,3869469,"9",658
"ERR12861698",3869470,3870874,"6",1404
"ERR12861698",3870875,3878582,"9",7707
"ERR12861698",3895806,3898932,"8",3126
"ERR12861698",3898933,3901004,"1",2071
"ERR12861698",3922521,3922876,"3",355
"ERR12861698",3931351,3932659,"5",1308
"ERR12861698",3934339,3936092,"7",1753
"ERR12861698",3979763,3983578,"1",3815
"ERR12861698",3992693,3993898,"3",1205
"ERR12861698",4001250,4002331,"9",1081
"ERR12861698",4002332,4004202,"1",1870
"ERR12861698",4004203,4004370,"10",167
"ERR12861698",4004371,4006055,"5",1684
"ERR12861698",4006056,4006983,"7",927
"ERR12861698",4134279,4140981,"3",6702
"ERR12861698",4145091,4145493,"10",402
"ERR12861698",4145494,4146589,"3",1095
"ERR12861698",4146590,4150025,"8",3435
"SRR7800740",27874,31108,"10",3234
"SRR7800740",36079,37528,"10",1449
"SRR7800740",134908,135262,"4",354
"SRR7800740",135263,136342,"8",1079
"SRR7800740",148640,149260,"10",620
"SRR7800740",204550,205467,"1",917
"SRR7800740",208139,208418,"2",279
"SRR7800740",208419,209562,"7",1143
"SRR7800740",225627,227040,"10",1413
"SRR7800740",243740,244575,"10",835
"SRR7800740",250574,251704,"10",1130
"SRR7800740",277238,277951,"10",713
"SRR7800740",284568,285713,"8",1145
"SRR7800740",289662,290160,"10",498
"SRR7800740",290294,291339,"2",1045
"SRR7800740",327678,328511,"10",833
"SRR7800740",375103,375526,"6",423
"SRR7800740",376986,378168,"10",1182
"SRR7800740",384791,385928,"10",1137
"SRR7800740",398438,400444,"10",2006
"SRR7800740",422243,424183,"10",1940
"SRR7800740",436377,437415,"1",1038
"SRR7800740",437416,440337,"10",2921
"SRR7800740",486671,487044,"10",373
"SRR7800740",526554,527171,"7",617
"SRR7800740",527172,529383,"10",2211
"SRR7800740",529384,530024,"7",640
"SRR7800740",532877,537003,"10",4126
"SRR7800740",544901,548327,"10",3426
"SRR7800740",558743,559586,"6",843
"SRR7800740",593634,593957,"4",323
"SRR7800740",611230,611904,"7",674
"SRR7800740",614005,618938,"9",4933
"SRR7800740",632820,633298,"10",478
"SRR7800740",633299,637210,"4",3911
"SRR7800740",680357,682064,"7",1707
"SRR7800740",682065,682984,"10",919
"SRR7800740",689207,690052,"4",845
"SRR7800740",716594,717648,"10",1054
"SRR7800740",721020,721710,"10",690
"SRR7800740",746781,747135,"7",354
"SRR7800740",756312,758254,"10",1942
"SRR7800740",781479,782997,"9",1518
"SRR7800740",802261,803245,"4",984
"SRR7800740",803584,803854,"6",270
"SRR7800740",828918,829413,"10",495
"SRR7800740",832908,834760,"7",1852
"SRR7800740",842713,843788,"10",1075
"SRR7800740",878019,878531,"4",512
"SRR7800740",885096,891122,"10",6026
"SRR7800740",934014,935017,"2",1003
"SRR7800740",939016,944132,"10",5116
"SRR7800740",971659,972233,"7",574
"SRR7800740",983910,986096,"8",2186
"SRR7800740",990721,993002,"10",2281
"SRR7800740",993920,994830,"10",910
"SRR7800740",1002972,1004045,"10",1073
"SRR7800740",1023428,1024531,"1",1103
"SRR7800740",1035540,1036220,"10",680
"SRR7800740",1058691,1059113,"8",422
"SRR7800740",1059114,1059955,"9",841
"SRR7800740",1068466,1068988,"1",522
"SRR7800740",1069980,1070603,"9",623
"SRR7800740",1074954,1076116,"2",1162
"SRR7800740",1077391,1078119,"10",728
"SRR7800740",1095987,1097115,"2",1128
"SRR7800740",1097116,1097468,"8",352
"SRR7800740",1146640,1148097,"2",1457
"SRR7800740",1148098,1150852,"10",2754
"SRR7800740",1157578,1158097,"10",519
"SRR7800740",1158098,1158338,"7",240
"SRR7800740",1162671,1167098,"10",4427
"SRR7800740",1209250,1210115,"10",865
"SRR7800740",1210116,1211172,"4",1056
"SRR7800740",1228150,1229304,"2",1154
"SRR7800740",1245258,1245996,"10",738
"SRR7800740",1251606,1252539,"7",933
"SRR7800740",1252540,1252798,"10",258
"SRR7800740",1258098,1259452,"10",1354
"SRR7800740",1261703,1263129,"10",1426
"SRR7800740",1324747,1326071,"10",1324
"SRR7800740",1333392,1334480,"10",1088
"SRR7800740",1334481,1334987,"7",506
"SRR7800740",1343957,1347109,"10",3152
"SRR7800740",1354319,1355930,"9",1611
"SRR7800740",1361970,1363032,"10",1062
"SRR7800740",1375875,1377025,"10",1150
"SRR7800740",1400832,1402264,"4",1432
"SRR7800740",1411783,1413882,"7",2099
"SRR7800740",1418738,1420234,"7",1496
"SRR7800740",1427139,1427986,"10",847
"SRR7800740",1468474,1469249,"10",775
"SRR7800740",1471741,1472563,"10",822
"SRR7800740",1479344,1480380,"10",1036
"SRR7800740",1485810,1488191,"7",2381
"SRR7800740",1507644,1508348,"7",704
"SRR7800740",1523578,1525844,"10",2266
"SRR7800740",1529868,1531510,"10",1642
"SRR7800740",1532849,1533508,"8",659
"SRR7800740",1540923,1542592,"8",1669
"SRR7800740",1548102,1549398,"10",1296
"SRR7800740",1580100,1581602,"10",1502
"SRR7800740",1614247,1615304,"9",1057
"SRR7800740",1626564,1628570,"8",2006
"SRR7800740",1628775,1630660,"2",1885
"SRR7800740",1630661,1632013,"9",1352
"SRR7800740",1638054,1639695,"10",1641
"SRR7800740",1664168,1665106,"7",938
"SRR7800740",1671940,1672255,"7",315
"SRR7800740",1688824,1692054,"10",3230
"SRR7800740",1696799,1696955,"2",156
"SRR7800740",1696956,1697375,"7",419
"SRR7800740",1698478,1699610,"10",1132
"SRR7800740",1699611,1700829,"4",1218
"SRR7800740",1709439,1710221,"9",782
"SRR7800740",1710222,1712979,"1",2757
"SRR7800740",1715515,1716821,"6",1306
"SRR7800740",1739762,1740812,"4",1050
"SRR7800740",1765940,1768541,"7",2601
"SRR7800740",1786622,1787558,"10",936
"SRR7800740",1793951,1796152,"7",2201
"SRR7800740",1796153,1797148,"10",995
"SRR7800740",1816456,1816805,"10",349
"SRR7800740",1827583,1829123,"9",1540
"SRR7800740",1830301,1834870,"9",4569
"SRR7800740",1849433,1854782,"9",5349
"SRR7800740",1859905,1861577,"1",1672
"SRR7800740",1864255,1864945,"1",690
"SRR7800740",1865044,1866471,"10",1427
"SRR7800740",1875942,1879395,"10",3453
"SRR7800740",1879396,1881775,"4",2379
"SRR7800740",1889677,1892073,"8",2396
"SRR7800740",1937073,1941894,"10",4821
"SRR7800740",1942681,1943813,"4",1132
"SRR7800740",1953297,1954098,"4",801
"SRR7800740",1963356,1963907,"7",551
"SRR7800740",2033568,2035322,"7",1754
"SRR7800740",2065933,2066774,"10",841
"SRR7800740",2066775,2067422,"9",647
"SRR7800740",2070943,2072317,"8",1374
"SRR7800740",2073072,2075108,"10",2036
"SRR7800740",2089485,2091101,"10",1616
"SRR7800740",2110254,2112491,"2",2237
"SRR7800740",2112492,2113192,"10",700
"SRR7800740",2131340,2132472,"10",1132
"SRR7800740",2149770,2150535,"3",765
"SRR7800740",2169679,2170279,"10",600
"SRR7800740",2173542,2174741,"4",1199
"SRR7800740",2197500,2199108,"6",1608
"SRR7800740",2209853,2211523,"7",1670
"SRR7800740",2218518,2219559,"7",1041
"SRR7800740",2253986,2254634,"9",648
"SRR7800740",2261550,2262633,"2",1083
"SRR7800740",2271465,2272938,"10",1473
"SRR7800740",2289827,2291591,"7",1764
"SRR7800740",2317258,2318223,"10",965
"SRR7800740",2353276,2354330,"10",1054
"SRR7800740",2357254,2358201,"9",947
"SRR7800740",2375673,2378830,"6",3157
"SRR7800740",2378831,2379575,"10",744
"SRR7800740",2417577,2419616,"4",2039
"SRR7800740",2464639,2466738,"10",2099
"SRR7800740",2497805,2498184,"9",379
"SRR7800740",2508549,2512501,"10",3952
"SRR7800740",2512502,2513365,"7",863
"SRR7800740",2518099,2519706,"10",1607
"SRR7800740",2519707,2525333,"8",5626
"SRR7800740",2542846,2547464,"10",4618
"SRR7800740",2549068,2553055,"6",3987
"SRR7800740",2583492,2584494,"7",1002
"SRR7800740",2593540,2594633,"7",1093
"SRR7800740",2600474,2601673,"6",1199
"SRR7800740",2604102,2604855,"10",753
"SRR7800740",2611564,2612213,"4",649
"SRR7800740",2621990,2622358,"9",368
"SRR7800740",2633508,2635574,"9",2066
"SRR7800740",2643514,2644747,"10",1233
"SRR7800740",2655814,2656765,"9",951
"SRR7800740",2659239,2659925,"10",686
"SRR7800740",2670295,2671360,"2",1065
"SRR7800740",2673118,2674048,"8",930
"SRR7800740",2703366,2704638,"2",1272
"SRR7800740",2728071,2735289,"6",7218
"SRR7800740",2765066,2768844,"7",3778
"SRR7800740",2768845,2769739,"6",894
"SRR7800740",2813758,2816125,"6",2367
"SRR7800740",2816126,2820219,"4",4093
"SRR7800740",2822897,2823874,"6",977
"SRR7800740",2823875,2825297,"10",1422
"SRR7800740",2835897,2840083,"10",4186
"SRR7800740",2878878,2879744,"6",866
"SRR7800740",2887771,2889485,"10",1714
"SRR7800740",2913299,2914247,"10",948
"SRR7800740",2943137,2946867,"10",3730
"SRR7800740",2986945,2989213,"10",2268
"SRR7800740",3005671,3016166,"10",10495
"SRR7800740",3110994,3112514,"10",1520
"SRR7800740",3128137,3134291,"10",6154
"SRR7800740",3149539,3150562,"10",1023
"SRR7800740",3159598,3164218,"10",4620
"SRR7800740",3164219,3165010,"6",791
"SRR7800740",3175603,3177578,"6",1975
"SRR7800740",3183704,3184027,"4",323
"SRR7800740",3186440,3186869,"8",429
"SRR7800740",3204619,3205581,"10",962
"SRR7800740",3206810,3208362,"10",1552
"SRR7800740",3248217,3248991,"4",774
"SRR7800740",3257938,3260850,"4",2912
"SRR7800740",3279194,3281542,"7",2348
"SRR7800740",3286700,3288530,"6",1830
"SRR7800740",3359129,3361556,"7",2427
"SRR7800740",3364495,3366694,"10",2199
"SRR7800740",3370016,3371202,"6",1186
"SRR7800740",3391923,3396800,"10",4877
"SRR7800740",3396801,3399018,"2",2217
"SRR7800740",3399019,3399243,"1",224
"SRR7800740",3403445,3404751,"2",1306
"SRR7800740",3421423,3422131,"4",708
"SRR7800740",3457847,3459784,"10",1937
"SRR7800740",3481002,3481460,"1",458
"SRR7800740",3488489,3488873,"7",384
"SRR7800740",3490072,3491790,"9",1718
"SRR7800740",3497763,3499164,"7",1401
"SRR7800740",3511955,3516217,"10",4262
"SRR7800740",3521847,3523987,"8",2140
"SRR7800740",3523988,3525014,"10",1026
"SRR7800740",3527227,3532619,"10",5392
"SRR7800740",3545613,3546433,"8",820
"SRR7800740",3555191,3555511,"9",320
"SRR7800740",3558972,3561464,"10",2492
"SRR7800740",3561465,3563487,"6",2022
"SRR7800740",3566323,3566814,"7",491
"SRR7800740",3570330,3571172,"6",842
"SRR7800740",3571173,3571997,"4",824
"SRR7800740",3578753,3579251,"10",498
"SRR7800740",3591480,3599066,"8",7586
"SRR7800740",3606079,3607573,"6",1494
"SRR7800740",3636984,3637717,"10",733
"SRR7800740",3644428,3644818,"10",390
"SRR7800740",3644819,3645133,"1",314
"SRR7800740",3654339,3656360,"10",2021
"SRR7800740",3663705,3664964,"2",1259
"SRR7800740",3675318,3676899,"7",1581
"SRR7800740",3676900,3680641,"10",3741
"SRR7800740",3707692,3708687,"9",995
"SRR7800740",3715084,3717713,"4",2629
"SRR7800740",3731258,3731612,"10",354
"SRR7800740",3742774,3743654,"7",880
"SRR7800740",3743749,3744561,"10",812
"SRR7800740",3747570,3748014,"10",444
"SRR7800740",3759604,3760833,"4",1229
"SRR7800740",3777627,3778405,"10",778
"SRR7800740",3778406,3778959,"9",553
"SRR7800740",3778960,3779989,"10",1029
"SRR7800740",3789416,3789923,"3",507
"SRR7800740",3801890,3803948,"10",2058
"SRR7800740",3813912,3814874,"6",962
"SRR7800740",3824661,3827330,"10",2669
"SRR7800740",3839750,3841405,"4",1655
"SRR7800740",3868676,3868951,"4",275
"SRR7800740",3911475,3915096,"10",3621
"SRR7800740",3928210,3930965,"9",2755
"SRR7800740",3930966,3932104,"10",1138
"SRR7800740",3956116,3956729,"10",613
"SRR7800740",3970113,3971703,"7",1590
"SRR7800740",3971704,3972694,"9",990
"SRR7800740",3992775,3993305,"7",530
"SRR7800740",3993306,3997507,"10",4201
"SRR7800740",4018350,4020252,"10",1902
"SRR7800740",4031350,4031621,"7",271
"SRR7800740",4038700,4040784,"6",2084
"SRR7800740",4068568,4069999,"4",1431
"SRR7800740",4092302,4093685,"7",1383
"SRR7800740",4113100,4114448,"4",1348
"SRR7800740",4114449,4117085,"10",2636
"SRR7800740",4119562,4123036,"10",3474
"SRR7800740",4123037,4124684,"1",1647
"SRR7800740",4124685,4128556,"10",3871
"SRR7800740",4226784,4229519,"7",2735
"ERR12861631",2522547,2525094,"2",2547
"SRR24927425",14080,15002,"8",922
"SRR24927425",15003,17082,"7",2079
"SRR24927425",20969,23404,"9",2435
"SRR24927425",52028,52829,"10",801
"SRR24927425",52830,53288,"2",458
"SRR24927425",53289,54100,"10",811
"SRR24927425",68065,68841,"6",776
"SRR24927425",69455,73608,"10",4153
"SRR24927425",90627,91601,"8",974
"SRR24927425",147238,148055,"7",817
"SRR24927425",148263,149437,"8",1174
"SRR24927425",190596,191549,"8",953
"SRR24927425",203443,204267,"6",824
"SRR24927425",204268,206032,"1",1764
"SRR24927425",223822,224893,"8",1071
"SRR24927425",249820,251365,"8",1545
"SRR24927425",253012,254193,"8",1181
"SRR24927425",273238,275361,"9",2123
"SRR24927425",282624,284922,"8",2298
"SRR24927425",285387,285566,"10",179
"SRR24927425",291289,292317,"9",1028
"SRR24927425",314980,319179,"9",4199
"SRR24927425",319180,321605,"8",2425
"SRR24927425",341511,341525,"9",14
"SRR24927425",341526,342241,"8",715
"SRR24927425",344249,344543,"2",294
"SRR24927425",352727,353302,"3",575
"SRR24927425",354378,355192,"8",814
"SRR24927425",366641,368440,"8",1799
"SRR24927425",395089,396551,"10",1462
"SRR24927425",413623,414759,"8",1136
"SRR24927425",423167,424117,"1",950
"SRR24927425",448111,452892,"9",4781
"SRR24927425",485146,486670,"8",1524
"SRR24927425",488055,490941,"8",2886
"SRR24927425",491561,492670,"7",1109
"SRR24927425",508635,509141,"10",506
"SRR24927425",522952,523646,"6",694
"SRR24927425",527295,528288,"1",993
"SRR24927425",549583,552113,"9",2530
"SRR24927425",552114,554415,"8",2301
"SRR24927425",590791,591272,"8",481
"SRR24927425",600269,601204,"10",935
"SRR24927425",606891,608481,"10",1590
"SRR24927425",612634,613593,"2",959
"SRR24927425",622189,623283,"7",1094
"SRR24927425",649087,650513,"9",1426
"SRR24927425",650514,651451,"3",937
"SRR24927425",663012,664016,"1",1004
"SRR24927425",670132,671107,"10",975
"SRR24927425",686118,687370,"10",1252
"SRR24927425",690650,691812,"8",1162
"SRR24927425",703543,706878,"9",3335
"SRR24927425",708535,709320,"1",785
"SRR24927425",714539,714802,"8",263
"SRR24927425",714803,715585,"10",782
"SRR24927425",743864,744066,"3",202
"SRR24927425",753200,754172,"10",972
"SRR24927425",764826,765282,"10",456
"SRR24927425",771795,773244,"9",1449
"SRR24927425",781479,782264,"9",785
"SRR24927425",786635,788757,"10",2122
"SRR24927425",788758,789909,"8",1151
"SRR24927425",789910,790047,"4",137
"SRR24927425",810224,811452,"8",1228
"SRR24927425",816711,818093,"7",1382
"SRR24927425",820950,822227,"10",1277
"SRR24927425",864141,864402,"9",261
"SRR24927425",870446,873024,"8",2578
"SRR24927425",906869,907385,"8",516
"SRR24927425",910910,912320,"8",1410
"SRR24927425",915510,918415,"10",2905
"SRR24927425",924376,927030,"9",2654
"SRR24927425",928899,929677,"9",778
"SRR24927425",930340,931298,"8",958
"SRR24927425",932076,933930,"10",1854
"SRR24927425",944917,945462,"6",545
"SRR24927425",949879,951136,"9",1257
"SRR24927425",1031404,1031992,"9",588
"SRR24927425",1044390,1045043,"9",653
"SRR24927425",1047557,1047963,"10",406
"SRR24927425",1053801,1054950,"10",1149
"SRR24927425",1069238,1070654,"9",1416
"SRR24927425",1074817,1076116,"9",1299
"SRR24927425",1078201,1079145,"8",944
"SRR24927425",1096863,1097468,"8",605
"SRR24927425",1141018,1141672,"10",654
"SRR24927425",1142990,1144500,"1",1510
"SRR24927425",1152838,1153558,"2",720
"SRR24927425",1164281,1164875,"2",594
"SRR24927425",1164876,1165582,"8",706
"SRR24927425",1180566,1181600,"6",1034
"SRR24927425",1200448,1202900,"8",2452
"SRR24927425",1228062,1230251,"1",2189
"SRR24927425",1233182,1234255,"1",1073
"SRR24927425",1246142,1247674,"8",1532
"SRR24927425",1249748,1250731,"2",983
"SRR24927425",1253454,1254860,"2",1406
"SRR24927425",1258483,1258819,"10",336
"SRR24927425",1258820,1260556,"9",1736
"SRR24927425",1261178,1265585,"1",4407
"SRR24927425",1282956,1284125,"7",1169
"SRR24927425",1293442,1294166,"10",724
"SRR24927425",1335158,1336460,"10",1302
"SRR24927425",1343957,1344969,"10",1012
"SRR24927425",1346698,1348462,"10",1764
"SRR24927425",1355255,1356406,"8",1151
"SRR24927425",1363564,1365384,"9",1820
"SRR24927425",1367527,1368262,"8",735
"SRR24927425",1368263,1369186,"7",923
"SRR24927425",1378502,1379478,"10",976
"SRR24927425",1394025,1394946,"8",921
"SRR24927425",1425951,1426184,"9",233
"SRR24927425",1432090,1432727,"1",637
"SRR24927425",1437508,1439741,"9",2233
"SRR24927425",1496907,1498493,"6",1586
"SRR24927425",1531617,1531871,"9",254
"SRR24927425",1537498,1538453,"9",955
"SRR24927425",1560062,1560787,"1",725
"SRR24927425",1565413,1566478,"2",1065
"SRR24927425",1568881,1569786,"9",905
"SRR24927425",1598295,1601543,"10",3248
"SRR24927425",1634274,1636332,"10",2058
"SRR24927425",1636333,1639929,"9",3596
"SRR24927425",1639930,1641239,"8",1309
"SRR24927425",1650614,1652941,"8",2327
"SRR24927425",1672359,1672880,"4",521
"SRR24927425",1683427,1686933,"8",3506
"SRR24927425",1696799,1697158,"9",359
"SRR24927425",1709479,1710566,"9",1087
"SRR24927425",1711939,1715201,"9",3262
"SRR24927425",1718034,1721737,"8",3703
"SRR24927425",1721738,1724805,"10",3067
"SRR24927425",1724806,1726088,"8",1282
"SRR24927425",1761847,1763121,"10",1274
"SRR24927425",1809228,1809758,"8",530
"SRR24927425",1817718,1819113,"10",1395
"SRR24927425",1829374,1830161,"10",787
"SRR24927425",1839916,1840800,"9",884
"SRR24927425",1849433,1850603,"10",1170
"SRR24927425",1862453,1866499,"7",4046
"SRR24927425",1873489,1874519,"10",1030
"SRR24927425",1905217,1905893,"8",676
"SRR24927425",1943928,1944731,"6",803
"SRR24927425",1944732,1945446,"7",714
"SRR24927425",1963254,1964048,"6",794
"SRR24927425",1969462,1971877,"9",2415
"SRR24927425",2006197,2011087,"10",4890
"SRR24927425",2011088,2013097,"9",2009
"SRR24927425",2028668,2029848,"3",1180
"SRR24927425",2051188,2051843,"3",655
"SRR24927425",2062572,2063201,"10",629
"SRR24927425",2082667,2083508,"8",841
"SRR24927425",2100679,2108859,"10",8180
"SRR24927425",2132669,2135382,"10",2713
"SRR24927425",2151510,2154327,"10",2817
